Geneid	AY31	AY32	AY33	AY34	AY35	AY36	AY37	AY38	AY39	AY40	AY41	AY42 	AY1	AY2	AY3	AY4	AY5	AY6	AY7	AY8	AY9	AY10	AY11	AY12
YDL233W	334.18	491.75	345.38	601.5	581.42	487.25	531	432.17	425.5	698.72	505	549	197	567.9	391	418.06	461.31	395.44	393.25	584.97	142.33	242.08	259	478.81
YDR287W	179.22	192.96	189.59	258.57	290.98	278.87	282.98	236.66	170.65	227.39	197.09	170.19	93.63	277.2	148.28	193.4	286.83	218.9	274.2	325.8	73	95.67	95.58	192.25
YDR448W	210.57	224	203.25	326.44	263.83	246.17	247	201.06	207.5	283	263.57	201.17	170.83	439.72	247.5	295.14	286.5	214.57	309.74	312	97.5	152.18	155.5	267.33
YDR180W	908.75	399.2	845.04	514.24	1909.47	1491.72	1573.12	1327.23	988.02	559.91	1149.72	358.22	531.53	1447.58	347.11	371.56	1450.95	1206.99	1358.26	1809.34	416.05	532.36	190.73	372.41
tF(GAA)D	2	2.28	1	5.42	2	2	4	3	2	4	1	1	6	10	1	7	5	4	4	2	7.2	2	2	2
tT(AGU)D	7	8	2	7	14	15	17	19	8.75	11	13	14	2	14	6	10	4	9	15	17.03	1	4	3.07	11
YDR294C	1965.82	1714.85	2177.25	2050.19	3913.25	3253.17	3467.5	2905.82	2501.08	2273.42	2624.69	1867.31	1389.25	3603.71	1527.22	1590.73	3118.08	3144.88	3364.7	4957.28	1142.02	1412.47	1068.26	1796.2
YDR198C	415.62	296.01	383.58	393.55	536	439.52	506.22	395.59	386.67	371.14	484.29	237.22	268.21	664.84	233.21	257.07	517.26	466.25	466.59	545.59	170.25	247.83	155.41	279.59
YDL163W	0.25	1	0	0	0.25	0.75	0.12	1	0	0	0	0	0.25	0	0.33	0.25	0.25	0	0	0.25	0	0.12	0.5	0
YDL119C	224.67	629.49	279.1	714	373.83	354.83	416	326.17	283.42	453.25	265.25	316.8	119	362.22	468.5	604.29	301.3	231.09	292.89	389.31	94	129.22	217.77	285.35
YDR501W	37.22	161.63	37.26	206.32	66.06	62.58	64.09	42	51.08	71.85	61.6	51.82	26.14	86.34	172.04	151.87	74.74	56.14	76.85	61.04	29.37	36.18	36.84	52.64
YDL214C	39	53	38.5	60	81	75.75	73.62	65	33	63.5	54	51	18	48.5	51.81	65.83	57	42.25	77.88	136.33	10	16.5	35	33.5
YDR264C	1394.45	1065.45	1258.83	1378.46	1889.53	1662.29	1699.94	1621.75	1461.6	1418.48	1542.43	949.11	1069.29	2513.12	960.58	1001.61	1691.44	1668.65	1604.04	2373.62	559.42	1030.02	535.98	903.69
YDR343C	2439.22	1435.65	2987.02	2221.28	6469.47	3219.98	5558.28	2883.05	3758.23	1606.85	3588.07	1909.06	1285.97	5282.67	1920.69	2731.78	4164.92	3788.46	5349.39	5920.16	1243.25	1469.43	1699.67	1871.41
YDR373W	314.5	304.13	373.67	413.33	562.44	456.69	506.69	402	352	495.81	363.02	392.79	317.5	715.73	387.83	384.49	592.68	509.58	455.54	479.19	194.87	268.06	268.5	457.65
YDR354W	867.33	724.36	850.72	809.3	1648.81	1240.56	1320	1099.31	1019.56	962.8	1207.72	781.56	575.44	1595.18	592.32	647.25	1216.72	1066.6	1065.11	1277.09	454.5	630.83	422.54	722.61
YDR246W	511.48	654.21	467.22	812.38	791.91	737.67	774.68	630.5	528.07	807.89	663.8	594.1	351.67	1020.22	735.83	672.02	812.72	625.5	655.83	820.9	275	375	426.17	666.38
YDR428C	344.92	179	352.17	195	554.58	315.14	514	322.33	339	218.92	405.1	155.17	192	556.25	105.5	126	500.12	424.5	261	522	173.33	235	93	195
YDR157W	82.38	71	99.5	90	203	148.5	177	145.2	149.5	168.7	145	116.59	60.5	188.56	79.61	91.81	154.5	165.06	159.25	221.06	54	78.5	48.78	96.67
YDR316W	125.12	79.93	153.46	109.4	223.61	211.32	216.12	200.93	135.98	97.95	171.56	88.44	117.08	346.87	102.07	106.2	252.03	245.58	307.13	460.48	96.01	88.63	68.37	101.37
YDL142C	290.46	378	260	416.25	372.06	279.5	363.5	276.5	287.5	415.1	370	344.6	166.67	427.61	304.5	361.67	295	275.5	281	397	142	205	246	333
YDR253C	11.33	24.81	18.17	33.06	31	18	30.61	14.5	22.25	41.53	18.17	29	13.33	26.96	25.25	18.33	29.33	34.99	21.31	27.28	2	10.5	16.23	20.42
YDL112W	2775.09	1928.85	2716.08	2594.42	3746.93	2659.67	3216.33	2215.99	2955.33	2213.87	3011.06	1522.69	1860.17	4784.27	1778.54	1924.81	3169.04	2881.99	2694.47	3864.59	1139.58	1693.5	941.51	1604.75
YDR545W	195.04	319.36	216.81	330.44	406.82	366.62	353.85	363.43	253.19	366.77	293.16	413.4	174.54	700.92	361.13	618.43	382.28	588.46	619.84	888.52	107.37	160.26	306.21	418.22
YDL187C	20	12	30	22	76	23	83.75	35	55.5	25.25	49	27	28.33	56.06	10	18	49.32	50	30.25	33	19	34.05	15	27
YDL138W	1172.64	778.65	1158.1	804.26	1993	1576.75	2004.25	1550.25	1437.25	1116.58	1680.55	811	562	1527.22	569.83	608.56	1741	1410.1	1573.94	2168.33	513.32	770.88	502.73	713.49
YDR528W	687.64	385.68	555.56	400.04	1074.77	1045.79	864.6	978.37	630.51	474.71	901.88	304.57	338.64	975.52	245.64	364.52	954.48	919.62	980.62	1262.17	337.5	472.19	196.04	301.56
YDR284C	454.5	350.79	464.27	494	884.9	757.94	798.25	634	555.62	633.12	640.07	491.25	374.27	887.79	395.24	438.31	762.75	597.35	711.3	847.12	264.69	387.75	328	469.4
YDR050C	4640.75	3303.31	4760.06	3754.86	7109.8	4634.78	6040.37	4146.33	5059.68	3896.75	4998.77	3237.44	3490.9	7907.41	2325	2446.91	5761.09	5205.62	3205.62	3405.11	2489.11	3471	1994.55	3198.52
YDL010W	93.35	209	109.25	260	178.5	153.33	134.28	114.38	103.17	282	127	183.25	112	265.72	274	252.17	193.17	172.5	156.62	241.1	50.67	87	159.17	296.79
YDL065C	201	152.85	229.5	225.08	369.29	266.55	329.24	241	250.79	202.08	280.17	143.12	193.08	450.07	220.56	217	406.43	396.19	312.3	401.52	105	155.17	105.22	175.55
YDR349C	2581.67	2414.91	2607.65	3033.65	4555.27	4021.17	4082.5	3712.43	3216.66	3640.62	3275.5	2766.2	1726.64	4098.62	2232.26	2417.46	3978.76	3561.72	4106.63	5571.66	1380.11	1959.28	1794.79	2780.85
YDL098C	81.5	62.8	84	96.33	144.42	120	132	112	89	119	113	79	64	184.42	71.42	80.5	141.75	127.6	121.5	120.5	35	56	52.5	92.33
YDL234C	2309.9	4142.06	2410.22	5112.11	3073	2574.5	2878.75	2403.5	2674.73	5620.58	2554.42	4501.21	1238.5	3341.94	3590.82	4250.51	2198.75	1565.6	1607.17	2077.58	824.25	1282	2916.64	4129.89
YDR118W	160.17	114.54	152.5	150.47	264.12	187	203.83	165.46	176.35	141.77	197.25	112.62	105.42	305.96	110.24	109.27	208.82	165.47	187.73	223.57	59.5	106.05	86.33	100.32
YDR118W-A	3.5	3	5	3.5	8.5	2.5	5.83	1	5.5	1	5	1.5	6.33	20.22	6.5	6	12	14.11	13.88	12.5	3	4.5	2.5	7.63
YDR159W	1587.09	1172.54	1495.2	1499.48	2365.69	1799.19	2343.52	1691.15	1746.84	1735.42	2182.77	1187.44	924.67	2230.2	929.01	971.82	2024.55	1699.7	1626.14	2454.58	588.31	943.56	624.25	1059.16
YDR111C	222.05	114.58	225.76	159.73	475.38	305.6	433.83	272.3	215.33	210.38	237.02	160.46	135.24	394.29	108.94	122.22	388.22	356.47	405.4	446.66	112.79	142.64	120.67	177.04
YDR128W	899.52	670.18	944.15	913.22	1800.87	1530.22	1489.4	1365.69	1018.51	1094.03	1142.41	736.21	800.85	1770.03	651.81	757.54	1560.5	1655.47	1710.75	2319.54	506.23	660.62	428.62	660.98
YDL034W	1.13	2.5	3.13	1	9.14	6.16	2.25	1.07	1	1.5	4	4	1.12	1.42	1.11	2.06	0.06	1	5.82	3.13	0.26	0.21	2.1	0
YDR065W	83	80.17	87.25	125.56	153.22	129.25	147	121.12	85	121.18	112	71.67	90	197.32	116	103.93	153.75	121.21	136.17	153.49	64	75	51.67	98
YDL004W	781	581.83	905.25	750.67	1441	1289.5	1238.5	994.87	904.42	850.33	893.25	636	632	1502.08	759	754	1182.42	922.75	1091.67	1108.17	586.67	575	566.5	916.17
YDR024W	137.83	85	149.25	98	228.5	160	234.75	162.62	140.62	106.17	142.12	68.25	64.5	192.73	47.4	46.92	174.25	147.75	104.86	140.48	54	85.92	42.7	85.29
YDL171C	7893.47	4683.36	7540.4	5794.57	13749.27	8699.92	11075.17	7675.18	8864.68	6483.33	9587.06	5132.62	6916.33	16114.22	4533.49	4930.18	14469.04	14852.07	10327.43	13106.38	3872.72	6790.53	2988.32	5591.32
YDR083W	467.72	148.1	482.35	194.6	694.31	475.37	568.38	378.3	451.5	335.88	546.35	206.39	448.33	1179.76	172.02	203	737.97	780.72	611.69	847.32	237.07	313.41	165	326.26
YDR457W	7413.69	5873.58	7551.76	7804.03	13534.7	10451.16	11461.09	9232.81	8731.9	8151.29	9444.2	6278.1	5629.05	13047	5364.65	5802.75	11288.06	10976.6	10832.7	13987	3695.75	5178.38	3793.78	6132.53
YDR014W	207.02	143.13	208.96	154.59	301.33	245.39	288.04	208.04	206.87	156.54	227.89	118.17	136.87	328.49	109.12	93.11	291.6	224.33	255.32	302.12	81.31	129.67	69.33	120.33
YDR206W	955.08	634.94	981.24	835.71	1516.11	1267.21	1311.62	1031.42	1075.89	906.92	1167.72	655.04	713.84	1681.22	573.05	644.33	1370.37	1440.39	1381.86	1939.17	456.21	687.77	400.91	697.41
YDR478W	52.59	24	79.17	41.16	104	87.5	94.27	56.64	71	66.92	88	33	42	109.79	23	22	77.25	71.5	66	65	22.75	32	18.25	23.09
YDR169C	559.28	614.69	560.05	778.62	974.27	834.57	835.79	684.54	603.02	806.72	766.98	664.61	415.58	1012.68	695.53	696.25	1051.89	831.86	1073.62	1180.21	326.65	456.48	526.63	753.44
YDR115W	285.5	167	326.5	213.67	490	448.5	477.5	386	363.5	210	323.08	200	181.75	542.5	215.5	191.75	397.75	374.62	458.17	429	230.55	207.5	136.08	279.23
YDL159W-A	0	0	0	0	2	0.05	0	0	0	0.5	1.5	0	0	0.5	0	0	2	0	0	0.5	0	0	0	0
YDL232W	102	72	98	124	120.5	99.5	110	88	94.25	93.75	112	61	107	277.75	164	164	210	224.25	174	194	98	114	88	154
YDL240C-A	0	0	0	0.25	0.25	0.12	0.17	0	0	0.25	0	0	0	0	0	0	0	1.25	1	0	0	0	0	0.25
tE(CUC)D	3.5	1.22	0.21	1.94	0.25	0	0	0	2.5	4.6	0	0	1.5	0.93	0.5	0.37	1.71	0.25	0.5	0.27	1.5	0	2.05	0.49
YDL152W	0	0	1	2	2	0	0	0.88	0.55	0	0	1	0	0	0	0.05	0	1	0	0.25	0	0	0	0.19
YDR432W	4157.1	3981.16	3876.48	4370.92	6302.67	5283.33	6035.84	4929.56	4764.54	5827.07	4987.07	4465.67	2502.26	5971.85	2609.69	2832.3	5446.15	4091.51	4379.34	5051.54	2465.39	3029.49	2304.83	3553.61
YDL022C-A	0.23	1.5	0.17	0.17	1.17	0.73	0.56	0.5	0.5	0.5	0	0	0	1.5	0.5	0	0.17	0.5	3	1.5	0.67	0	1	1.5
YDL114W-A	3	1	1.33	2	9	8	5	2	2	1	3	2	0	4	1	1	6	3	3	9	1	1	0.5	1
YDR410C	698	1406.78	656.16	1788.25	450.17	395	484	373	697	764.06	752	629.5	509	1132.82	1636.71	1751.59	437	367.48	359.5	507.08	361.33	519.5	463	655.47
YDR464C-A	0	0	0	0	1	0	0	0	0	0	0	0	0	0.29	0	0.18	1.18	1	0	0.18	0	0	0	0.18
YDL072C	634	1027	757.33	1337.75	1195.75	1154.33	1165.5	993.5	874.06	1509.4	859	1247.42	478.08	1240.07	1176.83	1299.17	983	968.5	1132.82	1393.5	421.81	534	981.83	1558.77
YDR053W	2	1.48	1	0.48	2	0.55	0.5	0.48	0	0.5	1	0.48	1.5	3.4	1	3	1	1	0.1	0	0	2	1	1
YDL012C	1087.58	1025.13	1069.2	1080	1608	1264.75	1655.6	1137.5	1185.08	1498.05	1273	1155	592	1668.58	739.48	790.22	1247.67	1058.5	978.83	1147.67	624.33	880.5	822.33	1203.92
YDR482C	46.5	56	31.14	90	82.5	65	71	55.5	50.25	92	64.5	66.5	42	125	83.38	74.75	96.94	74.88	99.75	114.25	27	34.5	45.5	102
YDL070W	942.72	1406.48	893.75	1728	1513.88	1312.6	1377.42	1136.13	971.04	2280.69	1060.49	1834.9	544.91	1422.15	1323.96	1540.06	1260.71	1056.33	1395.17	1628.58	456.25	675.25	1371.65	1680.19
YDR064W	5767.71	2458	5661.5	2732.54	8098.92	5735.75	8155.58	5381.61	6474.29	3840.5	6821.33	2822.9	4892.74	9564.15	1948.27	2044.13	7358.06	6285.86	5165.22	5371.62	4057.71	5091.08	2521.35	3678.78
YDL135C	629.77	804.33	634	1043	800.17	729.4	780.5	683.88	722.7	2069.5	820.33	1498.33	557.33	1309.55	962.85	938.37	876	668.5	714	790.92	346	512.33	1299.9	1953.56
YDL077C	725	625.5	746.13	790.5	1179.08	1009.03	1162.19	893.08	756.5	905.53	996	665.67	458.42	1121.61	444.17	491.92	1035.17	792.92	869.71	1192.54	286	411.75	351.33	570.05
YDR354C-A	1	0.17	0.19	0	1	0	0.29	0	0	1.24	0	0.56	1	0	1	0.17	0	0	0	0.12	0	0	0	1
YDL033C	279.5	166.23	263.46	230.5	441.67	372.44	398.42	284.58	320.81	250.42	330.67	225	169	481.89	186.11	200.25	393.65	411.17	431.5	499.04	174.17	212.77	119.18	216.14
YDL031W	1359.4	556.08	1356.69	750.27	2018.25	1511.77	1660.4	1229.77	1333.12	972.88	1331.37	616.58	1072.42	2672.1	532.98	627.06	1986.3	1958.51	1782.84	2539.58	609.96	825.93	475.75	795.31
YDR398W	846.73	391.79	814.25	542.18	1331.38	1102.71	1192.53	970.12	801.46	728.22	886.81	474.07	547.04	1615.96	359.77	383.66	1266.77	1178	1272.42	1350.36	420.68	523.49	336.08	564.29
YDR326C	2780.47	1770.36	2607.36	2177.93	4284.11	3312.95	4094.29	3013.49	3030.78	2597.08	3518.04	1946.62	1777.83	4097.19	2004.83	2037.17	4140.06	3483.47	3730.88	5535.44	1162.97	1780.24	1340.92	2063.88
YDL052C	969.67	573.74	993.38	761.67	1563.67	1135.3	1487.75	1020.81	1157.79	795	1308.9	650.5	697.21	1614.1	531.75	523.47	1455.99	1291.78	1177.12	1634.88	625.48	848.33	428.75	823.17
YDR536W	15.75	23.5	23.42	28.25	27.5	20.33	22.67	13.44	19.31	54.25	13.68	41.92	8	21	14	17.67	14	8	5.5	16.71	5.75	6.5	20	25
YDR397C	49	59	57.25	69.9	80.23	65.25	75.5	60	57	60.25	64.32	39	59	154.88	78	70.29	88.25	103	73	63.25	24	46	23	54
YDL116W	810.21	582.61	823.75	757.42	1274.25	953.37	1118.97	769	824.42	819.25	987.17	617.61	586.92	1520.04	539.83	567.29	1153	1033.33	918.21	1274.75	341	476.5	335	543.55
YDR028C	2623.41	2185.83	2785.83	2940.21	4832.64	3938.25	4207.39	3499.59	2923.86	2981.95	3301.5	2208.53	1834.74	4291.79	2267.12	2360.37	4021.34	3567.32	4060.04	5193.75	1297.53	1597	1481.84	2297.77
YDL007W	687.66	736.75	763.6	929.58	1281.63	969.67	1003.47	800.38	734.79	814.71	821.83	643	701.61	1703.15	882.19	878.49	1329.7	1232.98	1089.02	1242.95	398.4	546.75	468.46	743.19
YDR236C	184.5	232.94	209.08	257.21	349.29	301.35	298	233	214.69	284.2	231.5	225.25	160.5	370.84	192.5	240.95	326.25	279	276.08	379.14	109.72	141.83	182.97	283.9
YDR011W	2979.9	1749.42	3120.45	1951.04	7135.95	6191.03	6394.33	5678.33	4001.6	3487.65	4456.37	2601.73	1919.32	4660.09	1243.34	1408.25	5724.38	5260.68	6430.49	9177.81	1396.96	2252.33	1390.81	2226.58
YDR155C	3177.39	3588.68	3486.96	4451.82	5966.22	5333.83	5493.01	4845.06	4075.12	4974.53	3951.98	4285.92	2346.95	5261.27	4024.85	4305.5	4673.75	4229.63	4982.29	4856.89	2653.43	2967.5	3379.98	5238.51
YDR414C	265.42	191.78	270	210	484.83	432.23	447	408.42	296.08	285.12	318.15	209.13	151	392.45	114.17	146.22	384.46	323.23	397.5	597.06	124.25	167	111.58	181.52
YDR026C	348	237.5	352.23	315.11	498.54	359.75	436.2	336.5	357.12	333.62	450.03	254.22	296.5	742.08	287.55	295.4	469	487.04	397.21	562	154	206.5	165	269.13
YDL073W	793.37	591.46	702.04	772.1	1259.36	984.99	1041.19	965.67	807.33	898.05	1047.51	605.59	522.64	1172.08	480.11	495.02	1120.08	944.63	990.7	1439.73	312.83	469.99	312.86	559.9
tY(GUA)D	0	0	0.13	0	0	0	0	0	0	0.06	1	0	0.33	0.22	0	1	0.25	0	0	0.22	0	0	0	0
YDL115C	103	92	121	122	185.56	138.5	172.06	119	121	136.12	161	101.25	102	256.5	114.5	89	171	158.63	105	177.62	49	78.05	51	81.5
YDL145C	6203.96	4817.72	6311.39	6189.6	10286.46	8107.73	9079.82	7337.92	7280.46	6174.76	7624.03	4692.29	4621.21	10795.5	4579.34	4790	8751.57	8269.42	7926.92	10185.64	3185.86	4287.17	2717.52	4610.03
YDR203W	1	1	1	0.33	1	2.44	1	3	2.94	2	2	2	1	0.6	0	0	1	0	1.1	0	0	0	0	1
YDL104C	65.1	45.17	62.05	43.26	102	84.17	103.42	75.68	68.5	47.83	84.33	37	51.23	123.13	38.92	35.32	121.1	70.66	77.13	95.54	30	50.25	40.94	56.89
YDL149W	114.57	171.06	166.58	242.14	259.07	223.25	257.75	216.49	167.5	226	166.31	177.75	114.35	233.34	197.83	216.67	246.49	234.38	216.26	415.62	71.5	100.21	76.5	149.56
YDR231C	111.28	104.77	107.22	143.31	220.39	196.38	169.68	166	108.02	133.74	147.63	113.6	59.77	200.08	106.7	88.95	202.33	171.27	183.91	271.56	58.17	68	70.83	123.51
YDR045C	42.35	33.08	51	36.17	80	52.25	63	57.5	39	38	39	31	61.5	195.69	45	35.08	104.25	119	73	80.83	30	40.11	25	37
YDL075W	807	689.56	899.46	613	1276.07	946.5	927.07	824.62	854.87	542	701.25	426.12	897.75	2124.44	426.58	396.28	1293	1438	872.1	948.9	533	660.33	279.88	549
YDR415C	393.17	348.46	409.57	469.85	482.39	407.31	456	314.12	368	361.29	430	311	334.5	833.83	401.17	426.37	512	433.25	446.32	607.75	229.12	278	210.5	408.11
YDR339C	485.96	254.5	463.58	337.5	709	489.25	694.33	471.5	507.53	486	592.38	346.39	337.25	920.25	250.25	259.5	653.17	532.25	522.6	567.42	241	310	273.48	431.14
YDL213C	935	408.85	993.5	506.42	1403.25	1014.67	1239.5	876	1000.86	648.75	1020	419.1	644.33	1730.67	386.67	382.33	1450.21	1130.67	962	1295.5	358	508	252.33	459.72
YDR096W	1510.32	1029.03	1381.5	1256.22	2611.06	2063.62	2518.11	1867.31	1833.9	1514.65	2025.2	1189.95	782.73	1969.01	787.8	859.21	1990.77	1667.96	1900.18	2737.32	591.37	940.4	619.75	992.45
YDL019C	1083.44	702.67	1103.01	812.59	2218.04	1533.3	2043.25	1336.04	1135.7	903.04	1366.46	700.72	755.35	2057.88	783.25	714.46	2129.53	1880.29	1903.21	2821.86	509.67	818.06	431.03	794.02
YDL022W	1513.08	2505.61	1704.58	3336.52	3479.92	3192.58	3229.75	2963.83	2187.08	5260.62	2292.08	4274.72	906.75	2455.77	2444.73	2596.5	2148.92	1613.6	2118.12	2355.17	870.5	1074.17	2501.46	4185.11
YDR413C	4	1.06	4	5	19.04	7.58	21	9	16.12	0.17	5.23	0.08	0	8.36	1.21	0.06	9.33	7.1	5.54	5.33	7.08	4	0	0
YDR391C	592	409.14	618.25	505	965.5	781	1015.5	647.58	749.42	718.25	663.64	523.64	391.75	996	373.62	435.03	703.36	504.14	460.33	447.5	313.17	407.25	377	642.67
YDR091C	3263.87	1712.92	3119.58	2137.17	4153.5	2763.33	3780.33	2501.49	3609.5	2589.08	3758.17	1968.12	2134.89	5117.55	1393.18	1519.36	3416.77	2947.5	2635.42	3342.87	1426.93	2066.42	1123.83	1828.52
YDR240C	283.54	262.52	292.19	289.07	434.38	371.37	415.69	305.71	352.93	542.27	387.99	363.75	191.12	436.59	192.98	213.83	383.59	250.64	324.88	426.01	114.91	178.25	214.48	342.04
YDL244W	42.29	34.53	53.54	51.93	121.83	126.58	106.5	122.83	71.17	71	71.17	66.17	24.58	68	46.33	43.67	76.37	63.5	121.73	107.75	21.17	34.83	54.08	67.37
YDR179C	19.29	19	16.31	17.13	27	27.31	24.5	21.5	20	17.14	10.8	4.9	11.21	32.56	15.72	16.33	27.23	20.24	22.17	9.29	4.33	15.49	5.18	4
YDL165W	202.5	135.5	220.79	213.33	359.67	269.5	320.58	208	254.62	204.5	233	171.5	167	438.83	167.5	163.75	289.88	257.25	226	239	120	142.5	146	205.46
YDL140C	14818.95	11826.11	14494.65	13994.78	28009.02	25075.5	25102.75	23387.3	18806.21	17498.79	19514.72	13640.42	9612.53	22226.74	8936.11	10329.4	23131.94	22255.08	23288.02	28970.32	8273.36	10857.95	8185.95	11830.35
YDR120C	1387.08	599.75	1290.22	804.51	1802.12	1403.27	1642	1257.83	1366.58	1048.8	1444.29	690.5	743.59	1970.91	497.28	548.12	1661.58	1267.58	1434	1784.68	506.41	684.39	440.71	751.36
YDR003W	62.37	75	74.62	102.5	122.17	112.75	119	89.5	97.5	134	82	103.62	37.5	122.31	84	87.5	93.49	86.5	93.48	159.33	24.64	47	56	104.25
YDR499W	277.68	266.52	264.1	303.22	366.34	329.25	333.05	296.16	262.56	305.13	295.91	223.19	170.92	421.92	248.93	258.38	349.43	281.71	380.55	455.91	108.29	163.83	138.17	207.29
YDR166C	1325.15	1000.35	1323.59	1291.57	2017.83	1483.16	1844.54	1306.76	1466.71	1359.77	1682.72	953.16	803.51	1975.85	798.12	849.38	1743.06	1384.97	1435.47	1736.32	596.62	832.92	529.86	904.18
YDL092W	194	127.25	216	180	284	222.5	284	179.17	212.75	189	234.42	150	183.33	458.83	146	160.33	329	295	219	228.57	113	142	83.5	165.67
YDL041W	0.4	0	1.25	0	3.17	0.33	0	2.17	2	0	1.17	3	1	0.58	0	0	3.25	1.25	2	5.33	0	0.4	0	1
YDL241W	370	193	398	210	898	411	828	355.05	485.12	233	389	156.05	220	685.5	146	164.05	756.5	656.5	383.38	535.5	155	247	91	214
YDL082W	4770.28	2029.05	4697.92	2194	6771.25	4750.17	6463.04	4234.92	5168.25	3060.75	5300	2285.5	3440.25	7605.85	1499.5	1524.08	5702.65	4960.17	4174.23	4611.4	2556.92	3489.65	1684.67	2805.92
YDR277C	497.45	561.57	473.5	955.87	1078.42	1053.14	945.71	819.74	547.81	681.8	692.4	619.42	297.65	743.13	587.49	636.01	946.01	890.48	994.99	1342.45	184.84	274.84	399.49	464.17
YDR291W	425.48	411.57	474.57	589.38	732.29	580.78	628	504.67	457.95	444.38	577.2	355.93	385.11	957.9	525.73	530.21	672.35	719.93	694.57	975.06	223.83	322.5	203	365.97
YDR475C	692.83	445.34	832.78	532.61	1390.87	853.25	1353.53	825.75	899.68	560.53	874.11	403.33	476.33	1489.83	400.28	401.05	1123.33	1005.63	873.67	1214.06	412.5	540.5	252.5	392
YDR244W	255.18	209.03	248.46	266.44	502.15	453.46	420.17	340.02	270.77	298.46	309.28	214.95	234.07	665.45	286.45	281.13	554.45	577.1	545.1	677.63	144.03	214.39	161.67	268.44
YDR407C	1404.12	1427.01	1303.04	1769.46	2210.22	1887.7	2044.87	1692.64	1445.77	1812.39	1866.16	1356.71	874.18	2308.53	1252.16	1337.99	1944.13	1803.56	1766.17	2548.97	617.82	922	721.64	1246.73
YDR382W	1745.67	1075.83	1779.21	1150.43	2519.43	1841.98	2382.08	1706.83	1979	1428	1863.42	1056.58	1111.42	2419.71	543.5	635.5	1775.33	1712.6	1388.83	1531.93	965.43	1318.8	600.37	972.42
YDR102C	14.34	10.03	19.28	20.41	21.73	23.57	21.39	24.87	18.12	15.84	25.25	21.63	15.04	41.07	10.04	22.58	30	21.13	26.51	50.07	9.73	9.17	9.22	19.97
YDL188C	790	754.12	852.54	1065.06	1448.29	1086.02	1092.22	900.33	848.23	902	926.1	711.5	604.17	1754.64	970.92	974.22	1398.17	1379.5	1339.25	1716.58	497.1	714.67	632.6	1036.54
YDR405W	502.46	523.26	554.33	590.88	983.15	1166.13	1078.17	978	633.63	731.6	760	581	313.5	938.36	464.56	443.44	802	724.06	963.91	1240.5	346.5	380.44	378.37	530
YDR443C	1589.28	1924.62	1609.38	2358.93	2682.42	2604.19	2357.78	2229.89	1865.56	2231.33	2195.25	1692.67	1099.25	2538.51	1667.72	1905.5	2070.46	2013.34	2394.67	3391.85	706	1062.58	1035.69	1448.55
YDR059C	553.93	1130.17	569.31	1276.75	1123.17	1485.17	1134.75	1432.25	824.5	1715.52	881	1471.33	289	776.7	1055.47	1182.17	725.83	532	1191.06	1078.5	418.33	412.83	1183.06	1540.6
YDR144C	1302	931.87	1332.71	1252.19	2044.89	1561.29	1891.12	1325.67	1453.13	1992.18	1547.78	1523.36	873.13	2251.17	1010.64	1046.51	1905.65	1680.05	1624.87	2595.42	496.54	907.07	942.47	1651.38
YDL157C	182	123.5	221	159.5	395	283.5	375.5	290.33	249	190	234.25	152.5	160.5	464	114	153.21	354.67	283.06	351.17	305.53	143	159	110.5	193.25
YDL058W	1845.82	1063.11	1739.12	1482.23	3350.39	2380.1	2766.81	2106.14	1951.62	1806.79	2215.89	1184.57	1373.14	3245.85	1066.27	1077.37	3038.94	2768.1	2494.96	3297.63	829.33	1161.99	698.17	1162.21
YDL096C	1	1	1.25	1	1	1	3	1	1	1	2.25	1.5	1	2.5	1.75	1	0	1	1	0	1	1	1	0
YDL155W	320	272	263	387.25	471.25	385.5	375	322.5	315.5	338.07	333.38	253	189.75	491.5	276	233	476.5	410	380.5	547.08	138	198	156.1	248
YDR147W	212.58	195.55	234.54	291.75	397.96	306.88	404.75	266.75	226.75	311.51	290.22	179.65	156.6	446.2	212.04	205.37	389.12	350.93	317.12	368.26	103.25	151.33	105.56	199.5
YDL191W	3734.39	1998.75	3670.03	2082.42	5281.41	3683.79	5058.68	3699.38	4158.32	2933.49	4462.92	2090.55	3490.75	7286.84	1769.42	1810.88	5817.61	4692.56	3780.21	4179.58	2533.19	3343.35	1959.24	2659.31
YDL128W	1400.62	555	1603.29	712	2358	1750.5	2282.11	1682.62	1973.62	557.75	2106.75	439.88	705.5	2092.87	441	489.38	1713.77	1579.42	1786	2308.54	940.5	1178.79	264.1	443
YDR310C	1256.11	992.51	1218.47	1287.22	2031.81	1537.63	1821.67	1423.57	1237.39	1552.84	1570.24	1053.1	884.38	2115.6	897.38	898.48	1918.31	1849.06	1657.41	2553.21	507.56	775.75	625.65	1071.85
YDL160C-A	140	126	162	145	230	172	210	149	168	168	195.5	133	120	286.4	136.05	124	253	160	178.5	205	89	111	143.1	166.75
YDR127W	6725.06	4517.54	6969.34	5469.11	12902.62	10844.86	11163.76	9709.12	7870.95	6306	8277.46	5009.52	5086.88	11136.3	3454.88	3736.77	10660.87	10187.26	10922.67	12940.58	3737.15	4800.15	2781.14	4805.89
YDR497C	1563.97	1534.64	1701.03	1890.75	2807.42	2604.17	2508.58	2442.92	1977.72	2467.28	1869.11	2011.33	1069.92	2789.58	1490.17	1585.42	2246.58	2057.6	2711.53	3515.19	805.07	1111.32	999.75	1784.58
